TransactionID,Date,MobileModel,Brand,Price,UnitsSold,TotalRevenue,CustomerAge,CustomerGender,Location,PaymentMethod
39f18196-f2ca-4bce-bcea-d59214ef17aa,"July 18, 2024",Three,Oppo,806.17,55,6951.3,32,Male,Chicago,Debit Card
ee81d569-cce5-4651-9b8d-de1990ccc5f7,"July 19, 2024",Two,OnePlus,448.12,26,6481.51,42,Male,San Fransisco,Credit Card
f5598f5d-a410-4953-aa55-f02c4206c890,"July 20, 2024",Five,Samsung,505.85,40,3112.11,32,Male,Las Vegas,Credit Card
49ee7bcb-01a3-4c71-9273-49d4afd465a4,"July 21, 2024",Three,Oppo,1285.81,82,27464.7,44,Female,Los Angeles,Online
b942b3b3-537a-464d-bf2d-55a27576977c,"July 22, 2024",Three,OnePlus,1243.41,70,7728.35,57,Other,Los Angeles,Debit Card
1593f027-9cc6-442a-86e5-573651d5baf3,"July 23, 2024",Four,Google Pixel,850.08,36,20341.64,20,Other,Las Vegas,Credit Card
91ff54e8-ca22-443a-a2bd-0a12a40a0c05,"July 24, 2024",One,Oppo,1039.85,79,123975.88,62,Female,San Fransisco,Cash
713aefc6-d6e8-4b47-bd27-2cd6f93bb1f8,"July 25, 2024",Two,Samsung,842.01,78,10106.11,64,Female,Chicago,Cash
6e17deff-b435-4fd1-afb9-27aff2155c4d,"July 26, 2024",Four,OnePlus,1368.15,66,135157.83,46,Female,New York,Debit Card
7ebd3c9c-21a9-48d4-802b-50b2ae3d74e6,"July 27, 2024",Four,Google Pixel,1358.1,83,30654,40,Other,Chicago,Credit Card
670f78f5-7bc9-4906-aa60-d55946689c30,"July 28, 2024",One,Oppo,1150.87,29,82840.96,49,Male,San Fransisco,Cash
67612b0c-18b5-4200-b063-3695a55153b0,"July 29, 2024",Two,Samsung,132.64,32,95299.12,50,Other,Las Vegas,Credit Card
806c0da1-0124-4543-b57a-db889254de76,"July 30, 2024",Five,Oppo,580.86,83,3486.21,63,Other,Los Angeles,Cash
65faa24c-70cb-4f67-8b9f-b2ca4b19d8e6,"July 31, 2024",Three,Oppo,1276.9,51,5840.64,50,Male,San Fransisco,Online
90857412-c0ac-4805-93be-2e68dbfe1cd8,"August 1, 2024",Three,Samsung,1119.15,25,88626.24,21,Male,New York,Cash
ef960d3e-80c7-4eac-b0a6-dfa39b3d06a8,"August 2, 2024",Four,OnePlus,213.05,36,6046.22,63,Female,New York,Cash
43f15613-86fd-4e47-b9eb-ab3624e4fe22,"August 3, 2024",Two,Google Pixel,574.12,49,83887.86,63,Female,Los Angeles,Online
efa7d46c-0a88-49d9-bf20-31a1e0e83d04,"August 4, 2024",Four,iPhone,178.98,53,4056.4,58,Male,Las Vegas,Credit Card
0c520dd7-c8b0-49ab-883f-fd48f3cd6603,"August 5, 2024",Five,OnePlus,1064.72,15,98794.42,50,Female,Los Angeles,Cash
99289813-a5e9-4d86-a7bd-a091705d6c59,"August 6, 2024",One,iPhone,763.9,90,59466,48,Other,Chicago,Cash
d18acfcc-76b3-444c-9fd6-98d7c1832f0c,"August 7, 2024",Two,Google Pixel,1239.52,68,31463.25,53,Other,Chicago,Debit Card
b34a019f-6b7d-456c-8c66-cdc3e5fb6fd1,"August 8, 2024",One,Samsung,1123.8,1,68359.5,23,Male,Los Angeles,Cash
16960cd1-2989-4ae0-97e1-47db52d5e944,"August 9, 2024",Two,Samsung,975.91,11,101627.98,43,Other,New York,Debit Card
99ea4ef2-dca1-42ce-9d65-99314b4bc2a2,"August 10, 2024",Five,iPhone,627.75,78,19068.8,51,Male,Las Vegas,Online
bba99356-b0d9-4337-8659-880f9d219a66,"August 11, 2024",Five,iPhone,896.28,74,49752.32,48,Female,Las Vegas,Online
d4232358-4360-47ac-9b47-ca5a33649e72,"August 12, 2024",One,Oppo,180.15,50,67430.7,54,Other,Chicago,Online
2b5b4061-7c12-486a-8c74-5ecf8dcf8dd7,"August 13, 2024",Two,Oppo,1493.63,7,11973.2,30,Other,New York,Debit Card
75925e57-1225-49be-adc3-80d720faffa0,"August 14, 2024",Five,iPhone,1128.07,31,14147.84,36,Male,New York,Credit Card
eb9b679b-f20f-4c48-b3c8-213215f0c371,"August 15, 2024",One,Oppo,177.94,75,80244.08,42,Other,Chicago,Cash
5ff0beb0-db46-484e-a043-f81d64667adf,"August 16, 2024",One,Oppo,920.56,93,32203.6,58,Other,New York,Debit Card
c17792ae-d323-4d3a-a640-749d7fe6e5de,"August 17, 2024",Two,Oppo,818.84,58,9343.44,23,Female,Los Angeles,Credit Card
96845a93-75b3-4a60-b213-201181842f96,"August 18, 2024",Five,OnePlus,1360.71,84,65262.78,29,Female,New York,Online
41639dd8-855f-4c88-95aa-7e805fa6b6ea,"August 19, 2024",Five,Oppo,550.72,91,19900.5,23,Male,San Fransisco,Debit Card
2e531f19-941b-4e8c-83db-16ba3e5eca52,"August 20, 2024",Five,iPhone,927.54,33,11307.2,20,Male,Las Vegas,Credit Card
7278319c-f4ff-4957-8747-de5d8c4fb0b2,"August 21, 2024",Four,OnePlus,114.6,34,5227.36,34,Male,Las Vegas,Credit Card
627b0d33-3c34-4dce-b71d-ed9f4501a2a9,"August 22, 2024",Three,Samsung,959.13,24,37887.73,43,Male,Chicago,Cash
6b8a98dc-b9c0-44e3-94da-b6a298984061,"August 23, 2024",Three,iPhone,646.09,89,12122,40,Other,Chicago,Online
aa66e1cd-70ee-4ce1-a3f1-d4282e2b670f,"August 24, 2024",One,Google Pixel,249.67,14,27016.29,54,Female,New York,Debit Card
6861c654-0b7c-4f89-9800-ba2139474e9a,"August 25, 2024",Five,Google Pixel,826.54,92,2752.54,35,Male,Chicago,Debit Card
2950ee27-d120-4778-b606-11180541ee88,"August 26, 2024",Two,Samsung,1411.76,39,51619.05,36,Other,Las Vegas,Online
ce868ecb-e271-4b6d-ab3a-ce32f22cc95c,"August 27, 2024",Four,Oppo,212.78,73,21183.48,43,Female,Las Vegas,Debit Card
a9973ffe-e4ec-40ba-912d-f3275a8cd0bf,"August 28, 2024",One,iPhone,501.45,43,23275.8,33,Male,San Fransisco,Online
fa38ff59-072e-41ab-b9b3-946fdb8c02a4,"August 29, 2024",One,Oppo,981.39,57,72410.03,38,Female,New York,Cash
0b2038fe-3514-4341-984e-c9fafd24a1a5,"August 30, 2024",Two,Google Pixel,429.75,21,2193.45,42,Male,New York,Credit Card
d3007fd2-b6fc-4d81-9b85-8b6d5acedf5f,"August 31, 2024",Five,Samsung,759.37,61,33360.67,18,Male,San Fransisco,Debit Card
5633dd9e-0ad3-455e-8b00-7236c2379e1b,"September 1, 2024",Two,Oppo,1485.6,68,51970.4,47,Female,San Fransisco,Credit Card
56dbc213-6328-4647-ba24-251ee088c5d0,"September 2, 2024",Two,iPhone,867.3,68,13649.94,63,Male,New York,Debit Card
5f34a754-1177-49b2-b5fb-44eb890040eb,"September 3, 2024",Three,Oppo,164.03,76,21730.4,37,Other,New York,Debit Card
2b5d9df6-2ee7-4aee-b38d-d5f498b98d3b,"September 4, 2024",One,OnePlus,992.06,93,13230.08,52,Male,Chicago,Online
faa3e726-8792-4560-8b2f-82d146d28088,"September 5, 2024",One,OnePlus,942.27,36,44021.01,50,Other,Los Angeles,Debit Card
bbfee908-63f4-4369-9dbc-8fb6dd24b688,"September 6, 2024",One,OnePlus,609.95,34,75107.67,57,Female,Las Vegas,Credit Card
3d1ee727-64ff-4d0d-a058-12fe9ea64176,"September 7, 2024",One,Google Pixel,1458.61,25,8000.85,34,Other,New York,Online
b39ecb5c-062b-4c87-ae77-e75b20957ba5,"September 8, 2024",One,Google Pixel,1171.07,80,72145.19,61,Female,New York,Cash
a12151bc-c99f-40e4-a530-fefe4e80cc74,"September 9, 2024",Three,Oppo,894.1,7,61631.46,53,Other,San Fransisco,Cash
4a6131e4-c804-48ef-9a05-3ba9aa8630e7,"September 10, 2024",One,iPhone,154.91,3,37240.06,49,Male,New York,Debit Card
8ad0efdf-b3be-4a5f-b2d4-f817a1b9ffd3,"September 11, 2024",One,Samsung,382.59,46,7131.96,32,Male,Los Angeles,Online
4c5538ff-2daa-44a9-8e01-ddaadb865227,"September 12, 2024",Two,OnePlus,1347.33,13,11139.93,55,Male,San Fransisco,Credit Card
d3be5eda-fcef-4578-8ded-4d66a517ebae,"September 13, 2024",Two,Samsung,454.88,86,7375.83,63,Male,Los Angeles,Debit Card
09172814-b2b6-4732-9043-4821bf95df18,"September 14, 2024",Three,Samsung,1481.19,24,17456.45,45,Other,Las Vegas,Debit Card
8ae30ce2-3e1a-4225-b227-711200365273,"September 15, 2024",One,Oppo,1164.44,76,3946.14,54,Other,New York,Online
fbb8c484-f4e5-408b-8d25-6ad2e160452b,"September 16, 2024",Four,Oppo,1409.33,5,4178.4,54,Female,Las Vegas,Cash
70e0ce1a-e29b-4077-b397-a30a04d23eb9,"September 17, 2024",Five,iPhone,189.14,94,8071.26,51,Female,New York,Credit Card
c1b09936-7b2b-4a6c-840d-de0acccb15c6,"September 18, 2024",Two,iPhone,595.16,99,55089.93,19,Female,Los Angeles,Credit Card
03a59365-5cac-4764-8e3c-dd0214000e9b,"September 19, 2024",Three,Oppo,1185.69,72,76989.42,57,Other,New York,Online
958e721e-00d8-4835-8c0b-17d95d479490,"September 20, 2024",Five,Google Pixel,373.46,63,89134.12,63,Male,Los Angeles,Cash
6fcb8543-ec61-48a9-a4fa-a19323098acc,"September 21, 2024",Four,Google Pixel,794.72,10,686.77,31,Female,Chicago,Debit Card
dea2020b-7b8d-4f9d-93a9-6e789e229434,"September 22, 2024",One,iPhone,1045.12,90,84618,58,Female,San Fransisco,Cash
6c388ff3-e9ef-4e75-a11c-9d219b54c9f9,"September 23, 2024",Two,OnePlus,644.86,48,23593.15,32,Male,Las Vegas,Online
72f03d3c-6e0a-4b86-a79a-bd790354d02f,"September 24, 2024",Two,Oppo,457.28,75,23687.49,64,Other,Chicago,Cash
53745a72-1cf1-45ad-a544-8ac93d79a45d,"September 25, 2024",Five,OnePlus,991.09,21,5891.46,49,Female,San Fransisco,Cash
5e339b16-4e17-4993-9d05-363aecdd04ca,"September 26, 2024",Two,OnePlus,1389.02,2,77386.68,38,Male,Chicago,Credit Card
f390e720-a5e8-4631-8896-73ebe7eba12d,"September 27, 2024",Five,Oppo,1122.88,19,27842.88,57,Female,Las Vegas,Debit Card
aa4f7a70-e2eb-4297-80dc-9edb1dce47eb,"September 28, 2024",Four,Oppo,1224.24,13,2861.1,37,Female,Chicago,Online
fdf59c83-bd14-459c-a73d-1c17b86a5a94,"September 29, 2024",Three,OnePlus,1317.86,84,8388.09,54,Female,Las Vegas,Credit Card
95c142ba-0be8-4f2e-a059-35d977aa122f,"September 30, 2024",One,iPhone,796.46,83,23200.8,44,Male,San Fransisco,Cash
fa428d4b-c6e6-4892-a985-73db52035660,"October 1, 2024",One,Oppo,1148.23,85,34241.36,44,Female,Chicago,Credit Card
62aef48a-e964-4990-b237-f605bd26a50a,"October 2, 2024",Five,iPhone,609.77,98,22882.8,20,Other,Las Vegas,Cash
e50290db-1725-4255-9fb6-a5e7a4d02d74,"October 3, 2024",Two,Google Pixel,1252.52,77,61650.63,62,Female,New York,Credit Card
26af113d-1a08-4576-9a5e-f73fb4ccf307,"October 4, 2024",Two,OnePlus,1036.75,60,9777.44,59,Other,New York,Online
53248dbf-0ce8-469f-8b78-2354a51af291,"October 5, 2024",One,Google Pixel,848.45,20,49001.22,28,Male,Chicago,Debit Card
7c3f94c7-f8cd-496f-96b1-cb88a86a4efc,"October 6, 2024",Five,Oppo,130.8,82,55404.25,59,Other,New York,Online
8401765e-c534-458a-a54d-2c30d6c82dc7,"October 7, 2024",Five,Oppo,1083.43,81,47315.84,34,Female,Chicago,Debit Card
d492f4b6-aa19-4b1c-84f9-393f47e21e6b,"October 8, 2024",One,Google Pixel,323.28,16,43860.6,21,Other,Los Angeles,Credit Card
b50ec0f2-2015-4e5a-9cb6-d9ef7c786f00,"October 9, 2024",Four,OnePlus,1088.57,34,57562.77,20,Other,San Fransisco,Credit Card
13814056-0d13-4b0d-9f3a-4fdbe56970e8,"October 10, 2024",Four,Samsung,604.9,84,9046.26,61,Male,Los Angeles,Cash
69b2c3b5-5f54-486b-a760-f7f107cc268b,"October 11, 2024",One,Oppo,283.19,59,7037.22,54,Male,Las Vegas,Credit Card
be275e6f-2d88-4312-b505-9e45e1122e25,"October 12, 2024",One,Google Pixel,1371.75,57,13789.44,60,Male,Las Vegas,Debit Card
a9eca438-6092-42a7-8dcc-ed156122b875,"October 13, 2024",One,OnePlus,1100.35,36,13985.76,41,Female,San Fransisco,Online
ed375851-0745-4782-b208-7e4a575211a2,"October 14, 2024",Four,iPhone,883.91,2,4085.54,36,Male,Los Angeles,Credit Card
cbc1fe6c-aa9c-419f-8923-fa7545a09f2d,"October 15, 2024",Three,Samsung,388.45,81,141411.84,25,Female,Chicago,Debit Card
11b3a179-1654-4a20-a4d0-a7f4928228ce,"October 16, 2024",Five,Google Pixel,958.9,63,10445.28,57,Female,Las Vegas,Credit Card
75d025b3-f4e0-4634-af53-2498cae1e486,"October 17, 2024",Five,iPhone,603.59,75,7232.88,32,Male,New York,Debit Card
1001e19b-6c41-44a6-9531-364bec0df41d,"October 18, 2024",Five,iPhone,299.33,90,12132.64,38,Male,Chicago,Debit Card
39a53294-b087-4c9d-9e40-269a858c6f1c,"October 19, 2024",One,iPhone,791.97,12,23809.47,28,Male,Los Angeles,Online
0b52899f-7eb1-4765-bd8d-09fcb822ea2a,"October 20, 2024",Five,OnePlus,246.8,50,12452.65,37,Other,Los Angeles,Credit Card
e90823db-15d9-4085-a915-eb670a753520,"October 21, 2024",Four,Google Pixel,309.99,62,51159.36,51,Male,New York,Debit Card
6376cc08-360c-413d-b0c4-c3e7be554e4c,"October 22, 2024",Five,Samsung,723.04,99,37316.7,22,Female,New York,Online
c49a44ee-754b-4e61-9c39-fe097e17ee31,"October 23, 2024",One,OnePlus,1250.45,8,10665.6,29,Male,Los Angeles,Credit Card
8267761e-d356-4f66-853b-2e88fb7bc293,"October 24, 2024",One,Oppo,883.64,71,108035.82,20,Male,New York,Cash
d940a808-1599-4ca5-ac39-4b7f877e3617,"October 25, 2024",One,Oppo,1047.17,19,7936.5,54,Other,San Fransisco,Online
c954212a-ef67-49a5-b571-ab2795434d7e,"October 26, 2024",Four,OnePlus,1446.33,10,1345.31,36,Female,Los Angeles,Cash
f8eb892d-5eee-4b32-8faf-bd99b10988d7,"October 27, 2024",Two,iPhone,319.74,49,9379.68,37,Female,San Fransisco,Credit Card
a6b82704-11df-4078-997b-82a4be469444,"October 28, 2024",Five,Google Pixel,983.28,96,45512.55,50,Other,Las Vegas,Online
3dd8bf17-bc97-47a7-b3c1-c5bfcd22ca2e,"October 29, 2024",Four,Google Pixel,661.38,84,83295.45,62,Other,New York,Online
04290823-41d8-41cd-88df-ef9f2646df0d,"October 30, 2024",One,Samsung,1195.38,19,25157,28,Other,Las Vegas,Online
3949fd33-ae2e-4099-b7bb-ec0a8d0f5cc6,"October 31, 2024",Four,Oppo,1453.57,61,15346.38,48,Male,Las Vegas,Debit Card
994fe2b7-b2b1-462d-b210-389e4839312c,"November 1, 2024",Four,iPhone,1483.71,41,21633.5,52,Female,New York,Cash
bca07c20-5f33-4f80-9b7c-e5c8cfea85d4,"November 2, 2024",Three,Oppo,570.97,16,10176.04,38,Other,Los Angeles,Debit Card
a5efebcf-37a6-4ffc-81bc-46cf09be659c,"November 3, 2024",Four,Google Pixel,1210.29,13,16546.88,22,Other,San Fransisco,Online
1dbb7cad-7195-494d-8105-fa1ad6627992,"November 4, 2024",Two,Oppo,687.46,53,5901.2,56,Female,Chicago,Debit Card
2bcc91eb-ec74-46c9-9b32-bdd72c2899f0,"November 5, 2024",Four,OnePlus,1030.8,17,18401.6,42,Other,New York,Debit Card
07602482-1535-4857-b739-94bbfbbb2ef8,"November 6, 2024",Two,Oppo,1285.42,91,16868.06,58,Other,New York,Credit Card
fd2b2d90-a36b-4081-b951-c57e73d4210f,"November 7, 2024",Two,Samsung,1148.39,40,4905.84,61,Female,Los Angeles,Debit Card
aa4eddb8-b9a3-4f56-89f3-964b0d417867,"November 8, 2024",Three,OnePlus,281.55,88,12448.36,61,Female,Las Vegas,Cash
d07abe20-338e-41db-834b-58178d558461,"November 9, 2024",Two,Samsung,644.01,50,8634.9,53,Female,New York,Debit Card
0c877dea-f64a-4f75-8ccf-4dc7b70ba576,"November 10, 2024",One,OnePlus,819.04,36,77838.75,52,Other,Los Angeles,Online
913d0815-6e85-43a3-82e4-dc11ab6c9b51,"November 11, 2024",Four,Samsung,432.04,10,56299.05,35,Other,New York,Debit Card
0998bacb-99c0-4bed-9e3b-c44036db1add,"November 12, 2024",Four,iPhone,1460.33,65,47845.66,27,Female,Las Vegas,Credit Card
b68e27df-037f-4298-abd1-ca17754343fa,"November 13, 2024",Three,OnePlus,154.06,28,78459.24,55,Male,New York,Debit Card
e9dffe4a-a5ed-4eb5-8f46-a40fc3296a41,"November 14, 2024",Four,Google Pixel,1070.26,55,5859.92,55,Other,Los Angeles,Cash
13ebb7aa-97d8-473f-8cb1-ed72c9a517c2,"November 15, 2024",Five,Samsung,601.41,92,37407.44,18,Male,Chicago,Credit Card
0f014686-70c9-4d07-b22d-6698ebe300ef,"November 16, 2024",One,Samsung,855.95,25,23215.71,50,Male,San Fransisco,Debit Card
46e654f0-15f7-4b65-a260-a62d42b93ee5,"November 17, 2024",Five,OnePlus,364.45,94,54995.76,31,Female,New York,Debit Card
8138e608-1ab5-4a19-b1f2-9636fed509dc,"November 18, 2024",Four,Oppo,156.02,47,2215.82,61,Other,San Fransisco,Online
c8e2c134-4cd4-409a-94b3-88ceb92499c9,"November 19, 2024",Four,Samsung,811.59,59,1243.23,40,Other,Las Vegas,Credit Card
15e2798f-e227-4f4e-b061-b147a35b3f94,"November 20, 2024",Four,Oppo,1118.63,5,45773.52,46,Female,Los Angeles,Online
a6189201-53f2-4ff9-840c-f8eaaa812c96,"November 21, 2024",Five,Samsung,764.81,4,11199.36,35,Female,Las Vegas,Credit Card
ca860381-dbbe-46c7-b33f-0940ed47539c,"November 22, 2024",Five,Samsung,898.28,79,49230.39,42,Male,Los Angeles,Cash
5162e904-aa16-4967-9471-d242b21d3246,"November 23, 2024",One,OnePlus,507.13,57,18721.2,47,Male,Chicago,Credit Card
4d845f59-aa2a-4c0e-af74-e33c99bd808d,"November 24, 2024",Four,Samsung,404.89,46,31240.3,50,Female,Los Angeles,Credit Card
ca6fc922-7283-4224-9451-925794198526,"November 25, 2024",One,iPhone,1018.82,25,81367.36,41,Female,Las Vegas,Credit Card
32efcd0a-9382-4773-997d-d5f484be58a5,"November 26, 2024",Four,Oppo,1231.35,34,50171.97,63,Female,Las Vegas,Cash
bc4eec39-1118-42b1-b3fc-4472d9debbd6,"November 27, 2024",Three,OnePlus,165.06,49,51357,49,Male,New York,Cash
1e1240aa-d89c-4368-a537-563f3c6e2910,"November 28, 2024",Two,Google Pixel,170.43,9,12406.49,34,Other,San Fransisco,Cash
525adf1e-5161-4617-8c08-05fb5f44acc5,"November 29, 2024",Five,Oppo,810.9,58,31039.47,50,Other,San Fransisco,Online
07beae71-143c-49d6-9611-eef5c948596a,"November 30, 2024",Four,iPhone,1060.85,53,21440.16,37,Female,Las Vegas,Cash
33d32c98-aca7-4fbb-b543-2ec021f21032,"December 1, 2024",One,Samsung,1409.14,4,12291.43,62,Other,Los Angeles,Credit Card
47dcfd8e-e5aa-4d0b-b4f3-56f97adc9c12,"December 2, 2024",Three,Google Pixel,123.45,64,91734.93,46,Other,New York,Cash
04496bf2-c10b-4435-a571-b300c4f5c7ba,"December 3, 2024",Three,iPhone,377.8,24,7221,31,Male,San Fransisco,Debit Card
e4b51b1a-b885-4e78-8aa9-77c1d7fba1d2,"December 4, 2024",Five,iPhone,883.09,16,42980.88,19,Other,San Fransisco,Credit Card
828b43aa-4486-43e7-b706-1dd8aa97e368,"December 5, 2024",Two,OnePlus,985.02,24,44499,47,Other,San Fransisco,Cash
492e27be-a5dd-4bdd-a3ca-64a0a880494e,"December 6, 2024",Two,OnePlus,1157.78,66,1250.11,27,Other,New York,Debit Card
403097e4-e1de-4ac5-8a96-91db6e298417,"December 7, 2024",Five,OnePlus,1074.85,39,98677.6,24,Female,Las Vegas,Debit Card
054b42a7-02d8-42c5-bd34-8faaa0ab2b38,"December 8, 2024",One,Samsung,1316.82,69,43512.3,36,Male,Los Angeles,Credit Card
8387a168-4638-412f-8721-9ceebeba72fe,"December 9, 2024",Two,OnePlus,608.12,29,28498.3,42,Male,New York,Credit Card
a01cf58f-776a-44aa-9bf0-acb2e791bf54,"December 10, 2024",Three,iPhone,988.39,9,6726.3,21,Other,Los Angeles,Debit Card
19f710fc-8045-441d-b796-c40779f245a7,"December 11, 2024",Two,OnePlus,589.1,39,52519.04,27,Male,New York,Online
a1c23386-aa43-4d7b-b657-6edfec9c41dd,"December 12, 2024",Five,Oppo,357.98,65,67292.01,32,Female,Las Vegas,Cash
f1a93cad-3d16-4355-b736-da49537ebcbf,"December 13, 2024",One,OnePlus,1297.35,18,1410.6,62,Male,San Fransisco,Cash
673ba242-77f0-4978-8a16-d8f590cf8be3,"December 14, 2024",One,Samsung,944.16,47,78747.4,23,Other,San Fransisco,Credit Card
7c3698c3-6a95-43d3-a1ad-3952122e9fd8,"December 15, 2024",Three,Google Pixel,1376.5,17,21012.16,57,Male,Las Vegas,Credit Card
6973ba4a-ae31-48eb-a39a-60785995aa87,"December 16, 2024",Four,iPhone,1138.9,64,19171.88,31,Other,San Fransisco,Cash
cd29f509-5a93-409e-a3d5-bf45bee8140a,"December 17, 2024",One,Oppo,130.68,42,13375.05,44,Female,New York,Online
74df89fb-b693-457d-a68e-e017937d9fe0,"December 18, 2024",One,Google Pixel,1276.97,85,119864.64,50,Female,Chicago,Debit Card
55c31dcf-ac9b-4f36-913b-ef4b4499cb04,"December 19, 2024",Five,Google Pixel,1158.59,41,91244.02,25,Female,Chicago,Credit Card
f03a7387-8482-420c-9834-bbfa6b71c99a,"December 20, 2024",Four,Google Pixel,1239.85,20,67192.66,34,Male,Los Angeles,Cash
6a247345-d175-4039-abe6-b0cd5251c4f8,"December 21, 2024",Five,Google Pixel,1167.79,68,55321.56,53,Other,Las Vegas,Online
c0acdcf6-4491-4036-8ba2-976917f14b7a,"December 22, 2024",Two,Oppo,339.26,56,58377.96,59,Female,Los Angeles,Debit Card
59356bb9-9b3f-481d-ae3c-1fa40d937c0a,"December 23, 2024",One,Samsung,1096.95,24,89145.18,35,Female,Chicago,Online
9bb46792-867e-42a4-8fa8-e5a9fcd85d68,"December 24, 2024",Four,OnePlus,1251.71,36,3803.2,20,Female,Las Vegas,Cash
fc68ca0c-4cbb-457e-a151-b816b35570ee,"December 25, 2024",Four,OnePlus,655.7,79,34762.47,61,Other,Chicago,Cash
8b44fb5e-c29f-46a6-bb47-8227ef4389b6,"December 26, 2024",Four,Google Pixel,805.15,68,15655.6,58,Female,Los Angeles,Cash
c77bb8a7-d4dc-4e94-b544-ecd31ec0724a,"December 27, 2024",One,iPhone,781.03,56,8111.04,51,Female,Los Angeles,Debit Card
8c57c016-b6cd-45da-99e2-8ec77c66e70c,"December 28, 2024",Three,Samsung,1264.82,72,36931.16,42,Other,Los Angeles,Credit Card
65aaa96d-775f-40e2-a1ab-61018fba5699,"December 29, 2024",One,Google Pixel,255.97,74,29994.53,56,Other,New York,Debit Card
2f93bcf2-cf72-4978-9688-bf2110921b91,"December 30, 2024",Five,Oppo,176.36,25,42193.32,32,Male,Los Angeles,Debit Card
1134c78c-d1e1-42a0-bc54-fcc7eb2fcf30,"December 31, 2024",Two,Google Pixel,987.65,89,21580.78,40,Female,Los Angeles,Cash
66cb6c15-5841-4162-8898-a1ed0da02475,"January 1, 2025",One,Google Pixel,873.85,71,19372.4,57,Other,Los Angeles,Credit Card
3dfd0adc-16bf-4fe1-bbc7-79ee5541eace,"January 2, 2025",Four,Google Pixel,437.73,79,3537.16,57,Female,Chicago,Cash
02f29211-7630-4e4f-b9a3-0ad96ab8fd9b,"January 3, 2025",Three,iPhone,338.95,15,32472.44,21,Other,Las Vegas,Credit Card
3b05d54f-0bdf-444c-a021-19e842585d6b,"January 4, 2025",One,Google Pixel,1184.54,89,23249.54,32,Female,Las Vegas,Online
091d95be-3355-4946-a472-462ae54f959a,"January 5, 2025",Four,OnePlus,972.1,47,73044.99,36,Female,New York,Online
52ca3f6e-4891-4311-bead-8bf9150c1d58,"January 6, 2025",Three,OnePlus,846.09,23,11133.4,42,Female,New York,Debit Card
2d8c5839-74ea-42ab-9ba7-3f96d96efd87,"January 7, 2025",Five,Google Pixel,865.64,29,51904.36,48,Other,Los Angeles,Online
73a33eac-425b-4f9a-b864-0ace26cf641e,"January 8, 2025",Three,Oppo,1154.25,51,30889.35,19,Male,New York,Cash
b5f47409-3c2c-4e1b-8886-9718c7ffb56a,"January 9, 2025",Five,iPhone,494.84,72,16306.56,22,Female,Chicago,Debit Card
963677f8-ebd9-4a9c-a90e-a17d3c479fde,"January 10, 2025",Four,Google Pixel,348.43,44,15365.12,23,Other,San Fransisco,Online
b09fb488-824a-416d-8800-bbd06fd3530e,"January 11, 2025",One,OnePlus,1278.82,91,61818.67,49,Female,Los Angeles,Credit Card
d1373b77-565a-4c23-9afa-9a03739ddf25,"January 12, 2025",One,Oppo,381.83,2,24262.43,29,Other,New York,Credit Card
26b17d9b-6e2e-4fcf-ad79-e37c5ff0467d,"January 13, 2025",Two,Samsung,719.28,40,18261,28,Male,Los Angeles,Cash
da4115cc-24fb-4ca6-835c-6eeaf8d03cf2,"January 14, 2025",Two,iPhone,1486.29,68,39261.45,63,Male,Las Vegas,Cash
97b019b5-ee7f-47bb-a9fe-8a23c0ca4b55,"January 15, 2025",Four,Samsung,1378.49,80,10696.96,22,Female,Las Vegas,Debit Card
41310835-97b8-4182-abf7-d70d5eaa3dd5,"January 16, 2025",Four,iPhone,467.93,19,14619.66,22,Other,New York,Credit Card
a69e032c-d28a-4735-a6af-c9f5db2e6b31,"January 17, 2025",One,Oppo,833.19,18,46234.37,23,Female,Los Angeles,Credit Card
f1c762d3-c3cc-422d-b071-fc9155769b7b,"January 18, 2025",Five,Google Pixel,1388.36,7,30611.56,31,Other,Los Angeles,Online
d4321274-0ab9-4a54-8e7a-9af36df90d66,"January 19, 2025",Four,Google Pixel,370.28,39,23015.02,24,Other,Chicago,Cash
12232bda-526c-4053-be4d-816ec2c06ade,"January 20, 2025",Three,Samsung,1307.36,18,43269.12,18,Male,Los Angeles,Cash
7c028382-45ec-4c92-a3f3-0cfe2c68fa1a,"January 21, 2025",Three,Samsung,859.92,10,31456.56,35,Other,Las Vegas,Debit Card
47ff7ab5-cd5b-416e-b6ca-d50ebd4aa98c,"January 22, 2025",One,Google Pixel,563.7,77,10533.07,23,Male,Las Vegas,Cash
67566b07-1259-49f3-b9f7-cdcfff0f3021,"January 23, 2025",Five,Samsung,1211.87,78,43710.92,45,Other,New York,Debit Card
0cc43991-586c-4734-94cc-ff0163883c1f,"January 24, 2025",Four,iPhone,1426.72,84,94828.04,41,Male,Las Vegas,Online
69daa6e4-ba51-43c3-8223-536683b2c239,"January 25, 2025",Two,OnePlus,546.44,28,110721.6,51,Female,New York,Online
87c35bf5-f196-4f64-8d92-763418e1d983,"January 26, 2025",Four,Google Pixel,627.54,15,95282.4,50,Male,Las Vegas,Online
4410f64d-c85f-42d1-9e24-eff6432b3d79,"January 27, 2025",Two,Samsung,1387.12,31,19020.25,22,Male,Las Vegas,Credit Card
cec49393-39df-4d28-8643-beda3dc102e5,"January 28, 2025",Three,OnePlus,299.51,83,22944,55,Other,Las Vegas,Debit Card
